date,platform,post_type,likes,shares,comments,views
2023-06-16,Instagram,image,1592,111,224,4059
2022-12-07,Twitter,video,1160,241,402,5805
2023-02-22,Instagram,image,452,556,153,6612
2023-02-28,Facebook,video,1532,362,233,5732
2023-04-28,Instagram,image,2139,575,468,8827
2023-08-16,Facebook,video,1811,697,198,8791
2023-06-14,Twitter,video,947,239,196,4799
2023-01-19,Instagram,image,1615,269,415,4951
2023-06-04,Twitter,image,442,787,366,8137
2023-06-20,Instagram,image,558,478,457,7422
2023-08-01,Twitter,text,2018,355,435,8740
2023-07-05,Instagram,image,1016,566,477,4140
2023-03-13,Facebook,image,495,141,494,4503
2023-09-14,Twitter,video,1248,243,363,5748
2022-11-02,Twitter,image,1136,228,227,8137
2023-06-26,Instagram,image,1916,639,419,NaN
2023-08-28,Twitter,video,1567,488,346,9240
2023-05-20,Twitter,text,1820,843,238,5475
2023-06-04,Twitter,image,1089,535,140,5699
2023-02-23,Twitter,text,685,335,148,9007
2023-04-09,Twitter,image,825,185,458,9353
2023-06-02,Facebook,text,911,545,134,7385
2022-11-01,Instagram,image,995,663,500,7034
2022-10-16,Instagram,text,1639,872,337,8755
2023-01-17,Instagram,video,1012,405,306,8323
2023-04-04,Twitter,image,1396,743,282,4272
2023-03-07,Instagram,image,1762,253,499,7892
2023-06-07,Instagram,text,568,359,308,5952
2022-10-25,Instagram,text,565,670,199,5681
2022-11-23,Twitter,text,1284,733,244,7352
2023-06-05,Instagram,image,598,698,156,7574
2023-08-31,Twitter,text,1420,217,424,4536
2023-07-12,Facebook,image,614,107,480,7241
2023-05-21,Twitter,video,1218,781,370,9701
2022-12-23,Twitter,text,1343,305,266,9184
2023-10-06,Instagram,text,1555,363,472,4538
2023-08-27,Facebook,image,663,189,220,9521
2023-09-04,Instagram,video,490,153,287,7421
2023-04-29,Facebook,image,1982,664,223,9128
2023-01-22,Facebook,text,2162,801,449,9510
2023-07-27,Instagram,text,1583,527,486,9075
2023-04-26,Instagram,text,1447,117,410,9945
2023-06-26,Instagram,image,721,233,459,7774
2023-08-28,Instagram,video,1961,443,263,5410
2022-10-29,Twitter,image,1660,470,374,6571
2022-11-03,Instagram,image,1394,635,431,9486
2023-04-14,Instagram,video,1513,774,193,5985
2023-03-08,Instagram,image,895,811,225,9655
2023-05-06,Instagram,video,878,290,389,7559
2023-04-13,Twitter,image,1925,286,213,9741
2023-10-01,Instagram,image,617,376,296,5552
2022-11-13,Twitter,video,423,458,230,6681
2023-03-03,Twitter,text,1757,789,428,4390
2023-05-25,Instagram,video,1129,473,429,6635
2022-11-12,Twitter,video,1746,450,273,6583
2023-06-01,Twitter,video,980,770,334,4875
2023-05-20,Twitter,image,1609,147,416,7937
2023-07-12,Facebook,image,1668,526,461,4667
2023-05-15,Instagram,video,1095,194,151,8105
2022-12-10,Instagram,text,746,157,193,4752
2022-12-06,Instagram,text,2098,318,431,8962
2023-06-17,Twitter,video,1495,240,300,9297
2023-09-24,Twitter,text,663,144,175,7544
2023-01-09,Twitter,video,1196,267,439,8444
2023-01-21,Facebook,image,NaN,110,483,4038
2022-12-22,Twitter,video,2087,282,338,5998
2023-07-29,Facebook,text,1926,838,260,7893
2023-03-02,Instagram,image,1180,354,456,5396
2023-02-08,Instagram,video,1893,492,339,9174
2023-08-22,Twitter,image,1276,664,381,5408
2023-01-07,Twitter,video,1037,144,332,9137
2023-10-01,Facebook,text,893,254,379,4730
2022-11-30,Facebook,image,1175,611,183,5616
2023-02-16,Twitter,video,1722,278,227,6847
2023-07-21,Facebook,image,1343,183,263,5885
2022-12-16,Twitter,text,1893,823,152,9659
2022-10-22,Twitter,image,1456,781,484,9195
2023-02-05,Facebook,image,1930,429,458,9362
2023-01-11,Twitter,image,2041,197,364,4077
2023-04-07,Twitter,video,648,278,431,4558
2023-02-24,Instagram,video,1112,720,321,8797
2023-10-09,Instagram,image,1015,491,201,7524
2023-07-18,Twitter,image,996,587,151,5023
2023-07-01,Facebook,video,1911,145,239,7107
2023-04-06,Facebook,image,1640,116,497,4427
2022-10-15,Twitter,text,1608,742,140,8036
2023-05-25,Facebook,text,999,137,236,4954
2023-08-17,Facebook,text,1272,253,410,8866
2023-03-20,Twitter,video,1166,604,231,8569
2023-09-19,Instagram,video,2051,352,351,8223
2023-05-21,Instagram,text,1185,793,259,8437
2023-03-14,Twitter,video,1084,212,425,4214
2023-05-14,Facebook,text,1503,703,159,4275
2023-01-07,Facebook,video,1908,641,212,9314
2022-12-28,Facebook,text,1183,666,358,6198
2023-02-23,Twitter,image,1164,466,139,7318
2022-10-28,Facebook,image,753,618,227,8010
2023-06-23,Facebook,video,1807,396,259,7349
2023-01-17,Facebook,video,2153,649,447,6425
2022-10-14,Facebook,image,1839,530,293,9667
2023-04-23,Instagram,image,1980,323,217,5760
2023-09-27,Twitter,image,1664,282,476,8693
2023-10-03,Facebook,text,583,364,268,5361
2023-02-10,Twitter,video,975,460,327,8181
2022-10-21,Twitter,video,596,538,303,6550
2023-05-17,Twitter,image,1342,892,317,8001
2023-05-30,Instagram,image,1856,513,293,8131
2023-09-10,Instagram,image,910,486,406,5731
2022-10-26,Instagram,video,2130,765,181,9787
2023-10-03,Twitter,image,1815,574,176,6845
2023-05-12,Instagram,image,1509,820,498,5407
2023-02-27,Twitter,text,526,177,167,8247
2022-10-15,Twitter,video,481,488,146,4531
2023-03-12,Twitter,video,1042,541,171,5164
2023-06-02,Instagram,video,1551,437,386,5891
2023-07-30,Twitter,text,1510,180,382,4167
2023-05-20,Facebook,image,1941,581,422,8966
2023-01-13,Facebook,video,1327,623,286,8154
2022-11-22,Instagram,image,1888,464,105,4552
2022-10-19,Instagram,text,1096,662,454,9274
2023-03-02,Instagram,image,1708,699,281,9631
2023-02-14,Instagram,image,1334,451,152,5642
2022-10-31,Twitter,image,950,880,463,6306
2022-10-31,Twitter,video,1996,523,279,7796
2023-01-03,Twitter,image,2114,225,474,4883
2022-10-21,Twitter,video,623,415,149,9094
2023-05-09,Instagram,image,1267,833,174,4979
2023-10-01,Instagram,text,613,596,176,7990
2023-02-07,Facebook,image,2161,234,283,9270
2023-04-28,Facebook,text,1571,342,418,8581
2023-07-27,Twitter,text,2036,449,NaN,9232
2023-04-14,Instagram,video,1947,269,128,5584
2023-10-10,Twitter,text,1267,327,217,9025
2023-09-29,Instagram,text,590,362,245,4356
2023-04-29,Facebook,video,1468,361,290,8599
2023-09-06,NonExistingPlatform,image,1277,535,195,5215
2022-12-02,Instagram,image,1336,696,332,4127
2023-09-10,Instagram,text,1484,512,129,4823
2022-10-28,Facebook,text,2078,825,452,4369
2023-03-10,Twitter,text,1334,110,226,4228
2023-01-24,Twitter,video,1307,300,206,8704
2022-11-25,Instagram,text,2052,401,151,4692
2023-07-09,Facebook,image,867,447,185,5650
2023-06-01,Twitter,image,787,308,301,4000
2023-03-21,Instagram,text,1952,685,358,6335
2023-07-14,Twitter,text,406,332,496,7775
2023-02-17,Instagram,video,1594,135,271,6669
2022-12-05,Twitter,text,792,745,432,6347
2023-04-16,Twitter,video,2105,636,303,4433
2023-05-02,Twitter,text,2008,556,385,4633
2023-01-27,Facebook,image,419,137,182,7037
2023-04-08,Instagram,image,430,235,404,4836
2022-12-15,Facebook,text,2140,360,317,5779
2023-03-15,Facebook,text,751,757,168,7896
2023-01-27,Instagram,text,1161,514,471,8824
2023-05-26,Instagram,text,1960,412,111,9313
2023-05-20,Facebook,image,422,240,272,5526
2023-08-12,Instagram,video,1639,497,375,9228
2023-10-04,Twitter,image,697,204,332,5716
2023-05-29,Facebook,video,1633,290,336,4528
2023-06-30,Instagram,image,1297,172,144,4655
2023-04-17,Twitter,video,971,520,342,4164
2022-12-26,Facebook,image,598,590,373,4892
2023-05-21,Facebook,image,1701,877,239,6982
2023-08-30,Instagram,text,1971,845,302,4022
2023-08-16,Instagram,text,883,892,194,4118
2023-05-09,Facebook,text,2078,661,321,7994
2023-02-10,Twitter,image,1121,332,407,6550
2023-02-22,Facebook,video,1081,174,116,6393
2023-08-05,Twitter,video,1809,111,276,5909
2023-06-26,Twitter,video,1517,801,361,5738
2023-05-07,Instagram,image,696,NaN,485,9562
2022-11-30,Instagram,text,1268,295,380,7415
2022-10-22,Twitter,image,1103,444,267,9756
2023-10-02,Facebook,image,778,496,148,4003
2023-04-12,Instagram,image,1023,637,427,8054
2023-04-09,Facebook,video,573,222,451,5364
2023-06-01,Facebook,text,1647,714,161,4295
2023-01-15,Instagram,text,1090,584,176,8994
2023-03-24,Instagram,image,1497,176,113,4928
2023-06-06,Twitter,video,595,581,301,9415
2023-06-07,Facebook,image,2193,343,276,5693
2022-10-22,Instagram,video,1559,898,139,9531
2023-02-22,Facebook,text,717,632,405,6672
2023-09-10,Twitter,image,1613,747,185,5418
2023-09-15,Instagram,image,456,806,303,8390
2023-02-27,Instagram,video,1031,768,353,8224
2023-05-24,Twitter,video,1432,532,414,4667
2023-05-18,Instagram,text,1951,632,426,4712
2022-12-30,Twitter,text,1165,194,178,4193
2023-06-13,Instagram,video,1365,277,121,6811
2023-01-03,Facebook,image,879,713,357,7867
2023-04-17,Twitter,video,1021,835,163,5690
2022-12-02,Instagram,video,1855,578,334,5541
2023-09-06,Twitter,text,1881,281,386,7431
2022-11-28,Twitter,image,1937,758,424,8152
2022-12-14,Instagram,text,1207,149,210,9307
2022-11-28,Twitter,text,1162,342,280,7446
2023-01-19,Instagram,video,824,346,448,9806
2023-05-24,Facebook,video,1291,185,461,4771
2023-03-26,Instagram,text,1761,888,415,8090
2023-08-30,Twitter,image,814,748,253,6518
2023-05-03,Instagram,video,1907,649,114,9246
2022-12-28,Facebook,image,1221,120,305,5031
2023-02-10,Twitter,text,1233,867,486,7925
2022-11-21,Instagram,image,898,792,104,9764
2023-09-13,Twitter,text,1560,823,390,8446
2023-07-06,Instagram,text,1184,254,196,6094
2023-02-25,Instagram,image,1738,561,181,4213
2023-09-01,Twitter,video,1555,643,239,4360
2023-10-04,Facebook,video,2166,790,352,null
2023-09-15,Twitter,image,1052,318,411,9196
2022-12-31,Twitter,text,764,289,346,6923
2023-03-18,Twitter,image,1962,289,326,7530
2023-02-16,Twitter,video,721,276,175,5225
2023-04-01,Facebook,video,1491,514,133,9109
2023-02-25,Instagram,image,1869,341,456,8458
2023-07-10,Twitter,text,2159,356,206,6220
2022-12-23,Twitter,text,2100,290,422,4723
2023-01-23,Facebook,text,419,263,185,6742
2023-08-08,Twitter,video,1939,578,121,8833
2023-09-05,Twitter,video,1967,200,324,7711
2023-08-09,Instagram,image,412,876,408,9547
2022-10-19,Twitter,video,1387,822,107,8228
2023-06-19,Facebook,image,1353,835,147,7420
2023-01-15,Facebook,video,2039,523,371,4780
2022-11-13,Twitter,image,1652,891,410,8741
2023-09-18,Twitter,video,528,207,341,6588
2023-04-23,Facebook,video,1288,893,328,8349
2023-08-13,Twitter,image,835,532,424,9236
